date,user_id,text
2014-08-02,-9yDd38wdN_Z317fCWy_Hg,Omg I don't care what Amy and Sammy says they're both nuts their restaurants filthy I had a piece of cheesecake probably two months old and had mold growing on the top under the raspberries. They think I'm against them and everyone else is but they are totally crazy and they have no business ethics and he should never be in business they should be shut down
2010-08-02,-B-JKktfucShU5bpWX0sDA,"Please don't let one person's grumpy mood ruin an oppoturnity to eat at Amy's Baking Company. What an amazing place!  Amy and Samy always welcome us into their bistro as though we are family! Amy does all the baking herself using her own recipes. I'm addicted to the fig, pear, and prosciutto pizza! I have never tasted pizza crust like this anywhere else! Amy grows her own herbs, heirloom tomatoes and figs. Everything is fresh from her garden--grown, harvested, and baked with the utmost care. The pasta dishes are remarkable!ABC Bistro is also a feast for the eyes. Decorated in European style with Amy's exquisite taste, this restaurant features impeccable white linens under black crystal chandeliers surrounded by flickering candlelight. French pressed coffee is served with beautiful pastries, decorated with edible glitter and flowers.The food and the service are personal and unique. Even on very busy nights, which is most of the time, Samy and Amy drop by our table to chat, suggest Amy's latest creation, or refresh our beverages. On special occasions, we've been treated to ""lagniappe""--a Cajun word meaning ""a little something extra."" So bring your family, your friends, and your good manners! You're in for a special treat!--"
2013-06-09,-BHGiNzxbXKytbocDcJ__A,"My boyfriend and I were heading to Phoenix for the weekend to visit his family, and a few weeks before our trip, we heard about the scandal brewing around Amy's Baking Company. We were very excited to see firsthand if the rumors were true.Despite watching the implosion on Kitchen Nightmares, this place exceeded our expectations. In short, the food was good quality, the desserts were delicious, and there was very little, if any drama as depicted on the show.Food:We ordered a lemon hummus with flatbread appetizer for the table, which was inhaled. We also shared an organic chicken pizza with mushrooms, mozzarella, and basil pesto, and a slice chocolate crème brulee pie. The pizza was delicious and cooked to our liking - the crust was a little on the soft side, but fine - definitely not undercooked. The crème brulee pie also didn't last very long in front of us.Service:This was the one area that might have needed some improvement. Sometimes, it felt like every waiter came to our table. At other times, it was nearly impossible to get somebody's attention (or for them to follow through on a request). The situation seemed a little tense, but without knowing the history of this restaurant, it's something that might have been slightly annoying, but not enough to ruin the overall experience.The staff is likely very new and may not have time to learn how to work well together. Also, when they took our credit card, the check took a while to come back. When our waiter returned, (s)he said that the owner wouldn't allow the server to return the check - and that another server would do it. (Huh?) The server seemed to understand the absurdity of this situation.The Owners:Sammy was very involved in the overall dining experience, checking on waiters. He seemed concerned about making a good impression. We didn't see Amy come out of the kitchen, although we did catch a glimpse of her upon leaving. Sammy was also very happy to take pictures with customers.Overall:A perfectly acceptable dining experience. The food we ordered would have met our expectations for the type of establishment it seeks to be. If the experience is consistent, then there's no reason for the negative publicity.Final Note:We made sure to discreetly ask the servers if they received their tips, which they said they did."
2013-06-06,-KKTrU7vhqSGpkXLCXLd4A,"I ordered a burger and sweet potato fries.  Burger was cooked decent but fries were great.  My friend got a pizza that was very under-cooked and doughy.  Owner came over and asked how things were, I told him the pizza was undercooked.  He took it away, I assumed to cook longer.  After 30 minutes I asked my server what is taking so long. Owner came back and let me know he threw the pizza away and we were not welcome in his restaurant anymore."
2015-04-14,-Kqi9KgYjTRx2CymdFgnOQ,Terrible terrible terrible. Horrendous food and worse service. Never again. I have been to some pretty bad places in my day but this takes it. The restaurant and area are nice and clean however.
2014-11-14,-cv9PPT7IHux7XUc9dOpkg,"Amy and Sammy were super friendly and of course they knew we came because of the show. We came in and had dessert (apple pie and crime brûlée) and fresh French pressed coffee all was delicious. They even took a picture with us, well worth the trip. Don't hate, haters!"
2013-06-22,-gAX3dV1XguaMQAlkhK80g,"Ordered the French Onion Soup - very hot but full of flavor. My dinner companion tried to order bread and butter but was informed by the waitress they didn't have any. They only serve Italian Flat Bread with garlic butter already on it. The owner, Sammy did come out and apologize for the confusion and brought a tiny bit of butter!**Originally posted June 5, 2013**"
2014-08-02,-j6DKVZL4h9wJ5TDESL0Jw,"I travel to the Phoenix metro area fairly regularly, so after seeing Amy's Baking Company featured on ""Gordon Ramsay's Kitchen Nightmares"", I thought that I'd visit the place and see for myself if the nasty owner and her clueless husband took any of Mr. Ramsey's advice on how to improve their restaurant. I walked into the restaurant at 7pm on a Friday night, and the place was half empty. I ordered the salmon burger with a salad, and although the food wasn't as bad as I was expecting, it definitely wasn't what I would call restaurant quality. I expected the bun to be soggy, but it was actually a bit stale. The salmon was dry and tasteless. The salad was ok, but the oil and vinegar dressing had way too much vinegar. Although the waitress was pleasant, the service was mediocre at best. Because I wanted the waitress and not the owners to get the tip, left a lousy 5% tip on my credit card and asked the waitress to meet me outside after I left so I could give her the remainder of her tip in cash. She agreed, and was extremely thankful. Obviously, in the year and a half since the Kitchen Nightmares episode featuring this restaurant was filmed, the owners have learned absolutely nothing about how to run a restaurant. If this restaurant was located in Northern New Jersey instead of in Scottsdale, Arizona (Where the customers are less discriminating about the quality of the food they eat), it would already be out of business."
2014-09-10,-mpG4UNid6lVXkf4Eobhsg,"Went for the first time today for lunch.  Had reservations based on other reviews and of course TV.  However my coworker and I were in the area and decided to give it a try.  We were pleasantly surprised!  The restaurant was slow, only 2 other occupied tables.  We were greeted right away by Samy and told to sit wherever we liked.  We decided to order the Meat the Ball pizza to share.  Samy was very attentive and friendly.   The pizza was really good.  We checked out the dessert display on the way in and everything looked amazing so we ordered the candy bar tart to go.  It too was fantastic!  Only things preventing me from giving 5 stars are as follows:  never took a drink order or offered anything other than water, even though the restaurant was slow, it did take awhile to get our food and then to get the check.  I wouldn't recommend going if you are on a time crunch.  Can't speak as to how criticism is handled as our experience was pleasant and it appeared the other diners were happy as well.  Would definitely visit again if in the area.  They told us they will be revamping their menu in October."
2013-05-08,-nlHAaKCQF5I0GbbwrJo4A,"Was in Arizona to do comedy.  This place isn't far from Stand Up Scottsdale.  I regret setting foot here.  The ownership are horrible people with a rotten attitude. I got a pizza that was clearly reheated and it was downright rotten.  They told me I don't know what real good pizza tastes like.You sons of bitches.  I am from San Francisco.  We've got more good restaurants in a square mile radius than the entire state of Arizona.Stay away from here.  I got a burger from this other place around the block from Stand Up, whom I won't name here."
2013-11-20,-ufevnrV_bwerwAadN_22A,"The desserts are to die for. The pizza isn't the best I've ever had, but it was decent, but the Key Lime Pie...perfecto!"
2015-06-09,0-kSO-iMIy_jecOu2rgHkA,"I have not seen ""the show"" but friends had when they suggested we try this place.  I had of course heard all sorts of things though so I wasn't sure what we were getting into. Luckily things turned out great.  Samy and Amy were very nice to us,  and the desserts were incredible. We were the only ones there that night, and Samy came over to say hi and give us some background about the place and the infamous show. I got the feeling he gives that talk to lots of people. He also shared that he is not in the best of health right now and that he and his wife are the only ones working there. If one of them can't work that day,  they don't open. He also said they will be closing the restaurant for good in mid June and are planning on only selling their desserts wholesale to other restaurants. I'm sorry to see them go."
2013-07-18,06j8uNCin50Q8GaBhmYw-Q,This place is awful. Don't waste your money.
2013-08-27,0EVSxKNh0w9wYIGDx3BwGQ,"After seeing them on TV, I decided to take an hour drive just to taste the food and see if it was as bad as it looked on TV. Realistically, I assumed the food would probably be great and service just as good, but I was wrong. The food was all undercooked and simply didn't taste good. On top of that the service was incredibly slow and you could cut the tension with a knife in that place. It was an awful experience and felt so awkward. I'd never go back again. Terrible food, terrible service."
2012-05-03,0HOQyYFfn8auy34w1nNFjw,"This is really a great place. Nice, quite and the food is really good. I have come there with my children for many years. We have had allot of good memories and family time prior to catching a movie. The owners are engaging and I used that as an opportunity when my kids were small to get them to speak up, order and ask questions. It's next to a harkins movie theater in a very safe area in Scottsdale so we usually go there prior to a movie."
2013-06-19,0LKjg4paFiBG5BOSRk3y2w,"Some amateur cooks try to cover up poor quality ingredients with strong-flavored sauces and toppings. Too many pungent flavors--like garlic aoli, truffle oil, & bleu cheese--piled on an undercooked piece of meat makes for an oily, foul-tasting mess. Same goes for pizza with pulled pork, BBQ sauce and apples--too many sweet, cloying flavors with no contrast. Repeated complaints about undercooked food indicate the food (including the pizza) is frozen and not thawed properly. On the menu, the phrase ""freshly sauteed chicken breast"" is repeated three times, so the chicken is probably pre-cooked and frozen. Many of the sauces are overly sweet with the main ingredient of preserved fruit that came out of a jar. ABC claims to be vegetarian friendly, but doesn't make substitutions because nothing is cooked to order. A lot of the food resembles cafeteria slop because the cook has no sense of proportion or balance and all the ingredients are canned or frozen. The prices are ridiculous for industrial strength food, as is charging extra for parmesan cheese, bread, or drink refills. Next they'll be charging customers for napkins and forks. Five stars in response to all the rave reviews written by ""elite"" Yelpers who were most certainly not paid. ;)  And Amy bakes all those cakes from scratch."
2014-04-28,0Obv11hIy0NHLCle8NAdiw,"We live in Queen Creek about 45 minutes from ABC.  My brother, from New Orleans, was visiting his daughter and grandchildren in Tempe, so we decided to try ABC for lunch on April 19th.  I will admit that we tried ABC because of all the publicity.We arrived a few minutes before they open (12 noon).  Sammy was cleaning and rinsing the patio.  He came over and opened the door allowing us to enter early.  The interior is beautiful.  Sammy waited on us.  There were additional wait staff, but Sammy was our waiter.  We started with garlic flat bread.  A great way to start the meal and continue eating it through the meal.  I took some home for later!My wife had the ""Pear Salad"".  The greens looked and according to my wife were very fresh.  The salad contained crispy, tasty pieces of pear.  She was unable to eat the whole salad.My brother had the Spinach Ravioli.  He chowed down the entire plate.  When I told him they were not fresh raviolis, he said, ""so... the taste is what counts and I enjoyed them.""  I cannot argue with that logic.I had the Sweet and Spicy Pasta Arustica (sp?).  The flavors were a little different, first a little sweetness, then a few moments later, a little spice kick. The dish matched the description.  I ate most of mine, finishing up as a snack that night.We each agreed that our meals were very good and would order them again.Rarely, do we get dessert when we go out to eat.  However, the presentation case was so inviting that we picked dessert to go.  My wife chose the White Chocolate Coconut Cream Tart while I picked the Chocolate/Caramel Tart.  These were wonderful.  They were so decadent that we could only eat a couple of bites at a time.  They lasted several days.Sammy was a gracious host and waiter!There was no drama while we were there, nor was their any reason for any drama.When we are in the Scottsdale area, we will return to ABC.FYI: The menu on the web site is out of date.  ABC no longer serves burgers.  They need to update their web page and remove them."
2015-03-12,0b2gWnSprTlJttji_QyitQ,The worst food I ever had in my life. There where yell and swearing in the place in front of the kids. Sammy the worst person except his wife. The food took to long and tasted like crap. No wonder why the great Ramsey would not give this place and time and effort. What a waste. DONT GO!!!
2014-09-12,0xVjQRs4sd_LiZ8fQUoP5Q,"I visited, out of curiosity. While I didn't witness any theatrics and I didn't experience any adverse service, I found the food, lackluster. Seasoning was non existent and grease was plentiful. The pizza my fiance ordered, while crisp and cooked thoroughly, was bland and uneventful. I didn't care to order dessert. Thank you for being friendly and welcoming, but I wouldn't recommend the food. Three stars for service."
2015-04-15,10BXiJcHOpD--DxShu-o3w,I went there yesterday during business hours only to find the place closed. Highly doubt I will take the time to try again another day.
2013-06-21,1385b8veIRtj418CbIaRfg,"My husband and I visited Amy's this past Wednesday for a going away dinner for our friend Angela.  She chose Amy's because she wanted to see what the hype was all about before leaving town.  When she told us that's where dinner was going to be I didn't want to go, just because I've heard the stories...although never seen the infamous episode.  I was scarred...It was a great experience from the moment we walked in and were seated.  My husband ordered the prickly pear margarita, which he said was excellent.  For our appetizer, we ordered the artichoke dip.  Although it was cold, which I'm not used to, it was delish.  The bread it came with was also fabulous.  For our entrees, we had the spinach tomato ravioli, fig pear pizza and Italiano pizza.  I thought the ravioli was great and everyone else was raving about the pizza.  My husband said it was among the best he's had.  Now for dessert, can I just say it was die to for.  We had this white chocolate coconut cream pie and a gluten free chocolate mousse.  Wow!  They were both incredibly decadent.We even had a long and pleasant conversation with Sammy.  He was very nice and forthcoming with the bad publicity they've received and genuinely seemed determined to move past it, which cannot be an easy thing to do.  We only caught a couple glimpses of Amy, who was busy working away in the back but we did ask to get a photo with Sammy and he happily obliged.  We had to get proof of our visit lol!  Will definitely be back!"
2014-06-19,1iphqkZxhQum2bNeWho9-w,"Yikes!!! I must be honest, I went in thinking the TV show embellished the crazy that's in this place. I was wrong!!! Had a pizza, it was undercooked, just asked if it could be cooked a little longer and got yelled at. Was told to leave but not before I paid for food I didn't even take a bite of!! Do not go here, do not feed these people egos! I can't believe they are still open! Hoping karma will work quickly for Amy's bakery!"
2014-10-11,1m1faPvJEjJmqvip8Dxx_Q,"This was my first time back in quite a while. We stopped in to get some deserts to go. My friend and our children enjoyed looking at the amazing items in their pastry counter. Although they are pricey, their deserts are all made in house and are stunning. Samy was very friendly and helpful as well as patient with our 5 children. When we got home we split a variety of items with our families: Key Lime Pie, GIANT chocolate dipped macaroon, eclair, flourless chocolate cake and the individual chocolate covered pumpkin cheesecake. Am I forgetting anything? They were all amazing and we really enjoyed the tasting we had. Each one tasted as good as it looked!"
2013-07-22,1nbCL_vfZLG-AgHHuQxfKA,Two friends and I went by to see what all the fuss was about.  None of us have any opinion on the food due to waiting over 70 minutes for our appetizers.  We simply left.  The water was good I guess.
2014-06-18,1zgZEV-Dqf3x071ZUeBr_g,We went here because of the show so I wasn't sure what to expect but as others have shared I was pleasantly surprised. Both my husband and I had the spinach mushroom raviolis and my son had meat sauce penne. We all ate until our plates were clean. We had dessert to and it was very good especially the chocolate cake! Both Sammy and Amy were nice we got a group picture. The employee was also very attentive and kind too.
2013-05-31,25rA1ch8rc8okQZBTKHW5A,"Over priced drinks, under cooked food, and the longest wait time I've ever sat through. There's a lot of restaurants on Shea, don't waste your money here."
2014-10-01,27tXlCbrw4iwcpF9nZc9vw,Great experience.  Very clean and health department inspection on front door displayed.  I was greeted by staff prior to open and we talked about the pastry.  I met the owners who were very nice business owners and were interested and focused on my questions.  I purchased a honey apple cake...not a slice but a whole cake.   Took it home opened up the lid ... Amy left a very sweet note on the lid.   Now.... I was raised on honey cake....and this is incredible!  I latter called to thank both owners on my experience.
2015-05-16,29TQpZvm6C9BEsnYqr_pYA,"BEST salad I have had in a very long time!!  I had the spicy peanut salad with grilled chicken. The dressing is freshly made and is wonderful. We also tried the chocolate raspberry mousse cake.  To die for!!!  We had amazing, personalized service, calming, lovely atmosphere.  I broke my 60 day diet and it was so worth it!!  I would love to come back!!"
2013-06-05,2Ijwl4mLaTdjvY8yUex8YQ,"I went in open minded and I was in a good mood. Boy did that change quickly. After I got my pizza, like the show, Kitchen Nightmares, it was very doughy and tasted like dog crap. I told Samy, and even pulled apart the pizza in half, and he could see the dough being very Silly Puddy-like. Shockingly, he cursed me out and told me I was an imbecile and apparently I have no idea how a pizza should taste. I wanted dessert too but no, I was told to get the f*ck out. This is by far the worst restaurant experience I've had in my life. I went back in to take a leak and after I come out of the bathroom Amy is waiting for me and yells in my face, ""WHAT THE F*CK IS WRONG WITH YOU, F*CKING LEAVE YOU INTERNET BULLY."" This woman is completely out of her mind, and absolutely delusional. She'll try to argue black is white. It's crazy. I told her to chill out and I'll leave at my own pace. She kept screaming four letter words and this and that, grabbed a broom and chased me out. Her exact words were ""You better get the f*ck out before I shove this broomstick up your ass."" Un-freakin-believable. She said I was disrespecting her and disrupting her business. She is the spawn of the devil and should be in an institution. I don't know how her business is still running."
2014-05-08,2JuXqrRsB1KEDOWZwHRUyQ,Are you kidding me? I love this place... The desserts are amazing...Staff was cool and Amy was a non-event...Keep it up and don;t let them get you down... Cheers From Seattle
2014-06-04,2NzVYyUMEi8YFaPfUd6OFg,"We stopped by on our way back home to Los Angeles from Tuscon back in October of 2013. I am now just getting around writing my review after Kitchen Nightmare's new episode on this establishment reminded me of the frenzy over this restaurant. First off, please do not be fooled by the many many fake reviews on here, lots of people apparently find it funny to just write whatever Chef Ramsay had pointed out on national tv in the first episode. This poor behavior from fellow reviewers also prompted me to say my 2 cents which had actual credence considering I've been there! Their food is actually really good. Their hummus and Gnocchi were phenomenal. It's silly to think that their food would be of actual horrible quality, the restaurant itself is immaculate and clean, but I wanted to decide for myself and I am so glad I have done so. Sammy was our ""waiter"" he was constantly followed by two girls who seemed a little lost. He is, to be fair, exactly like he is portrayed on the show. He talks a mile a minute, assures you everything on the menu is SO good and so on... My boyfriend told him of our family restaurant in Los Angeles to which Sammy proudly responded that HE is planning to come to Los Angeles to open a new restaurant (.... Bit of an exaggeration I'm sure, but fuck, I'm down to go!) so they are somewhat milking their instant celebrity and I don't blame them but they are quite the characters. Sadly Amy came out of the kitchen only once, she looks much skinnier in real life. Also, be on the lookout for the cat statue above the desert fridge  - meow meow."
2014-05-26,2RDGfg3kMn3OcIw_YwLJ-A,What we saw were 2 owners in a fight to save their business. The food is amazing. The gnocchi is outstanding with lots of variety. The desert is delicious. Even after the kitchen was closed and we were finninshing up Sammy was still welcoming people in and making coffee and tea drinks.
2013-05-23,2SW0GXcPc2eTfykYfZNeBQ,"Yes, I actually went there last night as part of their grand re-opening.  I have to admit, although I've been to Pita Jungle and Gelato Spot (next door) a lot, I've never even noticed this place before much less eaten there.  Yes...I got caught up in the whole Kitchen Nightmares drama and figured I'd give it a shot to see what all the drama is about.Our reservation was for 8:45 and we got there a few minutes early.  Someone (I suppose, but don't know, from the PR firm) met us at the door and asked if we had a reservation.  Once confirmed we were promptly seated.  Probably another 20 people or so there at the time.  There was no crazy ""scene"" going on, no cameras rolling, no waiver to sign, etc.  Except for people strolling by the outside to look inside all seemed ""normal"".As other reviewers have noted, I think the serving staff were all new.  They seemed to be trying hard to please and - understandable given they were all (presumably) new, there was a little confusion (several servers came by initially asking us the same questions), but it wasn't too bad and, as I said, understandable given their situation.  I think it'd be unfair to be too harsh on the service at this stage in their ""re-building"".  Also, it's hard to say if the high level of attentiveness will remain as things cool down, so time will tell...A preface on the food comments, I'm not a food critic - so my palette may not pick up what others may notice.  That being said, I do know ""good"" food from ""bad"" food (I think).To start we ordered the olive tapenade and one of the meatballs.  Both arrived within 10 minutes and both were adequate, not memorable either way.  The olive tapenade came with a lot of bread which was good.  For entrees we ordered the fig pear prosciutto pizza and the tomato basil gnocchi.  The entrees came out 15-20 minutes after ordering.  The pizza was fine - cooked ok and tasty, no problems there.  As others have mentioned the gnocchi came with a lot of sauce, but the sauce was good as was the gnocchi.  Again, all adequate to good, but nothing super memorable.We didn't try the desserts but they all looked great and based on other reviews are probably good.  If they make them on premises its impressive, but others seem to think (maybe for good reason) they don't - which if they don't they shouldn't say they make them in house as some people really care about that.  Me...I just want my desserts to taste good, I don't really care where they're from as long as I'm being treated honestly.Sami never came by but he was circulating quietly around.  He did input our orders rather than the server - doesn't seem efficient and could cause errors, but I guess that's their business.We left a tip and hopefully (because its the right and legal thing to do) this went to our server.  I didn't ask the server because I think they've probably heard that question before (probably a lot) and it's not like this issue need my attention at this point.All in all, just ok.  Two stars would seem punitive and it doesn't merit 4 stars in my opinion.  Would I be back?  Probably not as there are so many great restaurants around.  But, based on this experience would I tell others to avoid it?  Probably not either.There's not much to see here folks.  My hope for them is they treat their customers and employees with respect and have learned something from this experience."
